hours;seasons;monthArray;weekdays;daysOfYear;redDays;wind_speed;air_temperature;relative_humidity;wind_from_direction;air_pressure_at_sea_level;clouds;precipitation;NOxHjortnes;NOxBygdoyAlle;NOxE6Alna;NOxKirkeveien;NOxManglerud;NOxSmestad;NOxBrynSkole
22;1;1;3;17;0;1.5;-5.3;72.0;181.0;1003.8;3.7;0.0;172.470942;178.711384;485.726375;107.953111;165.934025;63.807206;110.153297
23;1;1;3;17;0;1.7;-5.2;68.0;80.0;1004.7;3.7;0.0;126.234966;99.915867;331.339829;78.879883;99.119221;47.215799;74.226722
0;1;1;4;18;0;2.4;-6.2;69.0;28.0;1005.4;4.7;0.0;102.364299;69.969503;322.729749;43.971449;75.941442;80.017387;55.918098
1;1;1;4;18;0;1.2;-6.1;73.0;56.0;1005.9;4.7;0.0;72.257153;73.117853;267.908313;39.5797;39.825729;81.750721;49.445892
2;1;1;4;18;0;2.5;-6.4;67.0;46.0;1006.1;4.7;0.0;64.300264;47.671066;293.924704;44.467303;80.368568;37.7532;78.069016
3;1;1;4;18;0;0.8;-6.8;75.0;40.0;1006.7;4.7;0.0;94.407411;62.30242;453.344807;32.697058;75.340986;45.721136;142.845893
4;1;1;4;18;0;1.9;-6.8;72.0;40.0;1006.8;4.7;0.0;171.610737;102.15511;648.004674;52.24313;130.368002;44.901447;276.480337
5;1;1;4;18;0;1.4;-6.3;75.0;81.0;1006.9;4.7;0.0;456.338327;175.564302;939.950179;131.112569;235.98985;99.427487;247.102785
6;1;1;4;18;0;1.6;-7.1;72.0;62.0;1006.7;4.7;0.0;371.608213;423.733636;1093.824183;249.746014;190.990943;248.22097;221.252046
7;1;1;4;18;0;1.9;-5.5;67.0;94.0;1006.7;4.7;0.0;281.931926;579.138147;1299.344247;256.862941;187.895641;262.671899;306.260259
8;1;1;4;18;0;1.3;-5.0;69.0;96.0;1007.2;4.7;0.0;378.919949;362.271455;1006.312723;286.201718;166.068383;169.550292;393.187787
9;1;1;4;18;0;1.2;-4.8;65.0;78.0;1007.5;4.7;0.0;453.112561;479.397876;313.288883;334.846208;206.809701;151.121875;289.484569
13;1;1;4;18;0;3.8;0.4;45.0;328.0;1008.7;4.7;0.0;375.497512;155.521059;389.116315;85.256787;298.136349;119.764411;329.618855
14;1;1;4;18;0;1.8;-0.2;47.0;349.0;1009.3;4.7;0.0;423.79472;177.147188;343.123666;278.807623;364.761117;149.146807;582.876727
15;1;1;4;18;0;0.9;-0.7;52.0;68.0;1009.9;4.7;0.0;408.85942;232.567656;369.420696;379.959166;286.733398;185.282573;581.041059
16;1;1;4;18;0;1.3;-0.9;52.0;94.0;1010.0;4.7;0.0;247.274149;445.697838;575.162047;141.325754;147.094419;179.580694;373.597521
17;1;1;4;18;0;0.8;-1.3;58.0;175.0;1010.6;4.7;0.0;355.707639;151.690206;734.995611;290.152108;120.821955;162.002526;244.105687
18;1;1;4;18;0;2.0;-2.2;64.0;30.0;1010.6;4.7;0.0;403.622326;178.952602;610.016499;247.51197;195.55966;134.801299;208.306105
19;1;1;4;18;0;1.4;-2.6;68.0;27.0;1010.7;4.7;0.0;332.230933;210.949034;525.052304;189.623357;147.269191;89.516468;305.82604
20;1;1;4;18;0;1.3;-3.1;71.0;6.0;1011.2;4.7;0.0;314.380324;169.49032;425.5464;170.244551;91.25176;134.026683;387.875799
21;1;1;4;18;0;1.3;-3.6;72.0;27.0;1011.6;4.7;0.0;265.098844;169.040048;347.632595;125.712512;133.350511;84.992617;324.944393
22;1;1;4;18;0;2.1;-3.9;74.0;38.0;1011.6;4.7;0.0;174.294646;163.857394;241.053397;88.802081;254.254546;72.4397;268.88919
23;1;1;4;18;0;1.8;-3.8;75.0;23.0;1011.5;4.7;0.0;153.527025;149.434581;164.975497;92.713876;115.761253;92.524087;165.771918
0;1;1;5;19;0;1.0;-4.2;75.0;23.0;1011.5;5.7;0.0;128.295425;90.612939;166.53394;95.773682;137.001501;41.90732;162.827137
1;1;1;5;19;0;1.7;-5.2;80.0;23.0;1011.2;5.7;0.0;114.898384;105.484989;184.221373;78.149166;45.053424;34.346116;164.576109
2;1;1;5;19;0;0.7;-6.3;82.0;3.0;1010.7;5.7;0.0;123.233129;92.63562;180.974372;59.373677;125.399533;28.308704;158.496792
3;1;1;5;19;0;0.8;-6.7;84.0;59.0;1010.5;5.7;0.0;91.982717;73.474056;199.075524;44.53009;82.125254;27.503695;161.304714
4;1;1;5;19;0;0.7;-6.8;84.0;19.0;1010.4;5.7;0.0;84.792979;72.568807;209.085092;33.689957;68.403731;34.019457;186.670403
5;1;1;5;19;0;0.9;-6.6;86.0;76.0;1010.2;5.7;0.0;146.105861;119.677075;155.060555;50.56197;129.629945;58.173461;130.902582
6;1;1;5;19;0;1.2;-6.3;84.0;39.0;1009.9;5.7;0.0;173.655158;88.341261;194.124732;70.552415;205.924845;99.837383;100.660265
7;1;1;5;19;0;2.2;-6.7;85.0;31.0;1009.9;5.7;0.0;272.430592;171.974597;228.972984;91.687113;298.254872;127.729015;96.789647
8;1;1;5;19;0;0.6;-5.6;88.0;1.0;1010.0;5.7;0.0;284.653442;186.403547;180.791155;132.599963;215.379603;164.786752;144.041828
9;1;1;5;19;0;0.5;-4.5;86.0;325.0;1009.9;5.7;0.0;384.603111;265.989858;201.059842;189.65393;415.69717;210.346728;187.393718
10;1;1;5;19;0;1.1;-3.6;85.0;288.0;1009.7;5.7;0.0;428.078806;248.182721;321.066005;241.264061;464.761732;261.069201;220.413083
11;1;1;5;19;0;0.7;-3.1;81.0;130.0;1009.5;5.7;0.0;492.907849;259.911017;394.026838;240.725835;160.114327;291.53908;217.406711
12;1;1;5;19;0;0.6;-2.5;80.0;314.0;1009.5;5.7;0.0;419.15177;213.240406;564.871364;218.326317;378.405045;293.67266;183.072763
13;1;1;5;19;0;2.1;-2.2;79.0;25.0;1009.8;5.7;0.0;471.367557;224.742728;642.102426;247.862893;361.01526;300.673247;313.235209
14;1;1;5;19;0;1.8;-2.3;79.0;265.0;1009.8;5.7;0.0;518.151425;212.342894;873.234435;300.720047;598.826304;302.94297;516.976889
15;1;1;5;19;0;1.0;-2.9;79.0;307.0;1010.3;5.7;0.0;582.020882;231.287996;691.844574;250.835993;610.997092;261.503472;600.805688
16;1;1;5;19;0;3.8;-2.9;76.0;30.0;1010.7;5.7;0.0;320.731604;149.201684;381.035608;99.965382;618.145181;216.671212;334.581981
17;1;1;5;19;0;3.2;-2.6;72.0;32.0;1011.3;5.7;0.0;148.338825;148.299121;199.851015;76.086419;480.589999;201.602208;118.48907
18;1;1;5;19;0;3.3;-3.6;77.0;32.0;1011.9;5.7;0.0;275.686202;179.874107;169.981578;132.898503;377.61367;188.452863;120.890954
19;1;1;5;19;0;3.4;-2.1;73.0;26.0;1012.2;5.7;0.0;281.118307;181.453792;151.608132;188.269819;245.847757;145.690555;105.646066
20;1;1;5;19;0;0.6;-1.8;74.0;334.0;1012.7;5.7;0.0;228.111148;189.123676;165.730756;93.509276;216.089644;126.771029;132.344983
21;1;1;5;19;0;1.2;-2.5;77.0;67.0;1013.3;5.7;0.0;194.516409;129.123958;158.153954;83.982145;277.717025;94.577306;123.174946
22;1;1;5;19;0;0.3;-3.2;83.0;272.0;1014.1;5.7;0.0;152.958837;91.000164;167.146448;117.39158;234.240769;53.470493;125.180808
23;1;1;5;19;0;2.0;-3.5;81.0;24.0;1014.4;5.7;0.0;192.561656;155.740583;145.910442;89.895836;210.470868;58.051788;100.207448
0;1;1;6;20;1;1.8;-3.3;80.0;21.0;1014.7;4.0;0.004;176.244282;144.460618;114.214492;63.532342;216.455183;57.470653;82.335436
1;1;1;6;20;1;0.6;-3.7;82.0;304.0;1015.2;4.0;0.004;122.837089;61.888397;84.004867;96.610131;147.085504;40.032376;70.862904
2;1;1;6;20;1;1.1;-4.4;83.0;338.0;1015.6;4.0;0.004;96.030319;60.981824;87.810765;44.787705;97.03584;30.466603;70.554026
3;1;1;6;20;1;0.3;-4.8;82.0;10.0;1015.8;4.0;0.004;65.726359;51.0502;113.107516;39.329682;80.798509;14.892948;67.908386
4;1;1;6;20;1;1.5;-6.3;84.0;40.0;1016.2;4.0;0.004;56.782543;54.430138;92.155671;37.781517;87.36111;15.668918;60.234058
5;1;1;6;20;1;0.8;-6.8;84.0;323.0;1016.5;4.0;0.004;75.415507;65.482234;83.867313;26.331803;34.023858;18.9274;55.402614
6;1;1;6;20;1;0.5;-7.4;82.0;283.0;1016.8;4.0;0.004;95.020711;86.23833;86.78355;28.955506;62.614058;23.612113;59.970815
7;1;1;6;20;1;0.8;-7.5;82.0;284.0;1017.3;4.0;0.004;158.714842;88.491862;118.588179;46.287537;129.851195;35.782825;71.886518
8;1;1;6;20;1;0.6;-8.4;82.0;309.0;1017.9;4.0;0.004;215.615117;95.936036;136.155858;94.855767;217.959309;50.851536;83.392156
9;1;1;6;20;1;0.2;-8.0;81.0;55.0;1018.4;4.0;0.004;320.105617;318.90646;174.370373;187.406054;51.191438;110.791696;104.798542
10;1;1;6;20;1;0.4;-5.5;75.0;235.0;1018.7;4.0;0.004;208.610847;464.483698;338.118649;344.916055;291.766032;201.015431;144.181529
11;1;1;6;20;1;0.8;-4.3;67.0;218.0;1018.6;4.0;0.004;140.619566;252.789666;460.174361;212.09287;578.53154;217.698263;168.001257
12;1;1;6;20;1;0.3;-2.9;64.0;44.0;1018.3;4.0;0.004;203.936688;324.343568;377.983413;114.283369;542.780998;231.206239;197.34791
13;1;1;6;20;1;0.7;-3.6;62.0;124.0;1018.2;4.0;0.004;220.636443;275.369413;239.204312;198.163286;548.577435;259.050377;184.529867
14;1;1;6;20;1;0.7;-4.5;72.0;261.0;1018.2;4.0;0.004;313.487882;213.524602;194.10348;169.424503;559.205242;196.513236;196.78854
15;1;1;6;20;1;1.2;-4.4;71.0;73.0;1017.8;4.0;0.004;289.201614;146.934086;204.75811;180.82615;582.201402;220.532801;215.80591
16;1;1;6;20;1;1.3;-5.1;73.0;31.0;1017.6;4.0;0.004;288.420975;159.349671;182.711484;260.042006;605.584672;227.681356;209.318835
17;1;1;6;20;1;1.3;-6.1;76.0;31.0;1017.4;4.0;0.004;293.662973;249.878296;146.955708;209.794279;547.607675;201.146528;164.566888
18;1;1;6;20;1;1.8;-5.9;76.0;37.0;1017.1;4.0;0.004;235.95653;216.69438;115.252978;72.142556;438.99536;213.628954;124.968391
19;1;1;6;20;1;2.5;-5.5;78.0;35.0;1016.9;4.0;0.004;196.704228;122.548098;80.188651;69.587588;297.719041;210.002509;87.201469
20;1;1;6;20;1;1.2;-5.6;85.0;57.0;1016.5;4.0;0.004;160.558226;135.190531;79.971721;90.504703;214.418173;103.873697;75.747456
21;1;1;6;20;1;2.1;-5.0;87.0;30.0;1016.0;4.0;0.004;135.291007;116.222701;76.44126;42.733792;164.550206;74.280556;65.46178
22;1;1;6;20;1;1.8;-4.9;85.0;62.0;1015.6;4.0;0.004;108.662017;112.156385;62.673285;35.272225;137.100124;74.178919;66.994687
23;1;1;6;20;1;2.1;-4.8;85.0;34.0;1015.2;4.0;0.004;80.088175;85.508308;54.401071;41.201448;103.85118;79.998501;58.777051
0;1;1;0;21;0;1.6;-5.2;84.0;55.0;1014.5;6.0;0.042;71.916458;73.310705;31.625018;38.989822;77.172681;56.090565;34.031407
1;1;1;0;21;0;1.8;-5.5;83.0;36.0;1014.1;6.0;0.042;49.558189;61.563742;28.36447;19.063453;67.501814;36.07933;26.837864
2;1;1;0;21;0;3.0;-5.6;80.0;40.0;1013.7;6.0;0.042;37.886955;53.20343;24.532187;21.127881;54.931508;68.870197;22.087548
3;1;1;0;21;0;1.8;-5.6;84.0;47.0;1013.1;6.0;0.042;45.260455;44.164859;28.130594;23.530141;73.285921;49.016306;14.136319
4;1;1;0;21;0;3.1;-5.7;84.0;39.0;1012.9;6.0;0.042;85.284831;54.09791;52.976272;19.199587;98.01919;143.65069;12.696365
5;1;1;0;21;0;3.6;-5.6;82.0;41.0;1012.5;6.0;0.042;207.329044;80.746266;143.810699;34.209293;123.332966;224.259364;23.867999
6;1;1;0;21;0;3.3;-5.5;81.0;29.0;1012.7;6.0;0.042;256.301623;115.076808;178.850517;60.602156;138.209792;185.029467;28.079355
7;1;1;0;21;0;2.8;-5.2;78.0;40.0;1013.0;6.0;0.042;259.79563;159.5753;150.711012;49.203036;109.016505;205.533911;37.838666
8;1;1;0;21;0;1.1;-4.8;77.0;13.0;1013.6;6.0;0.042;328.404553;183.972461;166.297119;73.366355;194.445918;264.622824;30.25194
9;1;1;0;21;0;0.9;-4.9;77.0;45.0;1014.2;6.0;0.042;245.597064;134.725269;157.033097;52.500433;226.914262;253.53247;37.760675
10;1;1;0;21;0;2.2;-4.6;76.0;44.0;1014.6;6.0;0.042;254.533829;148.053421;117.091536;69.53217;189.215822;197.152257;39.394722
11;1;1;0;21;0;1.1;-3.5;72.0;70.0;1014.5;6.0;0.042;273.968254;149.860354;85.269476;59.619784;182.251381;242.930435;41.430898
12;1;1;0;21;0;3.1;-3.1;70.0;42.0;1014.4;6.0;0.042;245.582299;121.165843;81.045301;43.260312;154.603194;179.592395;37.16479
13;1;1;0;21;0;3.6;-3.3;71.0;37.0;1014.5;6.0;0.042;163.92815;96.535967;145.260071;42.384502;108.396824;146.022309;49.600558
15;1;1;0;21;0;2.3;-5.4;75.0;24.0;1015.1;6.0;0.042;241.290396;108.958789;197.104097;107.516443;291.256636;159.232121;151.476404
16;1;1;0;21;0;2.7;-6.5;79.0;33.0;1014.9;6.0;0.042;294.362364;192.115743;173.901826;120.000081;327.015571;192.168783;191.367248
17;1;1;0;21;0;1.4;-6.7;80.0;43.0;1015.0;6.0;0.042;365.713868;145.112161;241.941586;153.939042;393.899478;138.465722;182.343819
18;1;1;0;21;0;2.6;-6.0;79.0;358.0;1015.4;6.0;0.042;203.555097;155.281311;349.994721;95.430874;303.036406;118.321537;165.972895
19;1;1;0;21;0;2.4;-6.4;80.0;51.0;1015.2;6.0;0.042;93.884818;103.978138;143.265293;38.378165;75.105618;75.686457;70.591388
20;1;1;0;21;0;2.8;-5.9;78.0;25.0;1014.7;6.0;0.042;118.569733;116.180537;56.221991;46.450146;48.033105;23.870132;12.174147
21;1;1;0;21;0;3.2;-5.4;76.0;33.0;1014.4;6.0;0.042;166.007098;113.014375;32.511957;35.005024;92.104261;64.629532;11.021364
22;1;1;0;21;0;2.6;-5.0;76.0;31.0;1014.2;6.0;0.042;115.246071;98.546302;24.099788;13.182478;63.291294;56.879046;13.361484
23;1;1;0;21;0;2.1;-4.8;76.0;32.0;1014.0;6.0;0.042;111.736672;98.543724;24.649664;7.358934;47.044164;39.22522;9.902523
0;1;1;1;22;0;1.7;-4.8;78.0;25.0;1013.8;8.0;0.0;61.165194;70.510708;26.96709;10.78186;30.603274;48.464565;11.254187
1;1;1;1;22;0;2.0;-5.0;81.0;28.0;1013.4;8.0;0.0;32.760856;52.874157;20.320343;8.496043;28.855584;33.295704;11.559592
2;1;1;1;22;0;2.7;-5.0;83.0;43.0;1012.8;8.0;0.0;23.997483;33.653623;13.455531;3.053032;26.721169;21.658907;9.75163
3;1;1;1;22;0;2.5;-5.0;83.0;26.0;1012.3;8.0;0.0;28.653291;48.117463;24.634066;4.649784;38.120659;19.650931;9.527298
4;1;1;1;22;0;2.9;-4.9;84.0;19.0;1011.8;8.0;0.0;77.070782;71.626121;54.332602;5.285794;113.517592;55.298089;14.0727
5;1;1;1;22;0;1.6;-4.8;84.0;67.0;1011.5;8.0;0.0;207.959844;104.180741;100.704447;48.165535;259.488293;153.132868;17.743017
6;1;1;1;22;0;2.1;-4.8;85.0;35.0;1011.1;8.0;0.0;279.337929;160.027336;119.423198;62.945014;353.258342;227.438387;35.137952
7;1;1;1;22;0;2.2;-4.8;86.0;9.0;1011.0;8.0;0.0;336.326526;202.537639;121.777635;57.909303;366.402879;164.315525;56.580934
8;1;1;1;22;0;2.3;-4.6;84.0;43.0;1010.9;8.0;0.0;279.524731;186.936602;134.339036;71.296395;337.009666;138.466157;55.114862
9;1;1;1;22;0;1.4;-4.6;84.0;17.0;1010.8;8.0;0.0;304.225654;176.761553;102.924803;44.819441;308.195756;151.668997;41.985867
10;1;1;1;22;0;1.5;-4.1;81.0;68.0;1010.5;8.0;0.0;297.219432;161.384263;85.100551;28.831644;284.988531;185.854282;59.028436
11;1;1;1;22;0;1.9;-3.8;81.0;44.0;1010.1;8.0;0.0;276.595101;195.986304;75.530687;56.700025;255.593097;134.061901;51.266802
12;1;1;1;22;0;2.4;-4.0;85.0;24.0;1009.7;8.0;0.0;331.063542;185.358018;97.963523;65.914036;340.282305;150.098813;65.002725
13;1;1;1;22;0;2.4;-3.9;85.0;37.0;1009.2;8.0;0.0;318.610093;172.014728;136.334071;64.866976;310.500089;165.670953;63.059177
14;1;1;1;22;0;2.6;-3.9;85.0;32.0;1008.6;8.0;0.0;245.454217;192.371918;105.882598;67.147253;264.087258;187.367921;57.169024
15;1;1;1;22;0;3.0;-3.8;83.0;42.0;1008.3;8.0;0.0;225.214768;149.622475;117.571601;61.912952;241.071309;156.948987;57.210531
16;1;1;1;22;0;2.7;-3.7;83.0;49.0;1007.9;8.0;0.0;224.430922;155.955769;116.670026;75.630728;250.541796;168.236093;49.889616
17;1;1;1;22;0;3.1;-3.5;82.0;35.0;1007.6;8.0;0.0;197.184829;128.583731;90.186663;54.528716;229.265466;169.701672;50.115232
18;1;1;1;22;0;2.7;-3.4;82.0;45.0;1007.5;8.0;0.0;163.321254;113.199226;78.967668;55.704669;223.265623;140.468325;48.564775
19;1;1;1;22;0;3.1;-3.4;83.0;39.0;1007.1;8.0;0.0;102.991667;86.501777;74.914947;41.526389;166.986083;80.374097;47.147272
20;1;1;1;22;0;3.2;-3.4;83.0;45.0;1007.0;8.0;0.0;84.495856;89.439842;55.195514;42.667316;131.977461;73.212904;33.241023
21;1;1;1;22;0;3.6;-3.4;85.0;34.0;1006.8;8.0;0.0;77.67485;82.196814;41.972524;32.802822;125.976107;49.654921;28.805042
22;1;1;1;22;0;2.3;-3.4;87.0;50.0;1006.8;8.0;0.0;51.976656;77.894575;35.154371;18.950333;85.551097;41.980534;24.886809
23;1;1;1;22;0;2.6;-3.3;87.0;46.0;1006.6;8.0;0.0;40.288893;50.512324;24.826788;25.184216;57.308785;24.66335;22.042461
0;1;1;2;23;0;3.6;-3.0;86.0;40.0;1006.3;8.0;0.0;39.499002;34.215514;21.436573;10.444725;61.169388;17.277588;17.174171
1;1;1;2;23;0;3.1;-2.8;87.0;38.0;1006.0;8.0;0.0;22.555253;48.466502;16.64037;11.861709;61.935724;19.190392;15.762395
2;1;1;2;23;0;2.5;-2.6;86.0;34.0;1005.9;8.0;0.0;23.905685;43.483216;19.925823;8.744984;60.961474;18.825002;15.806337
3;1;1;2;23;0;2.4;-2.4;85.0;30.0;1005.9;8.0;0.0;44.719854;45.967716;23.728457;16.403202;73.13861;25.570863;20.024677
4;1;1;2;23;0;2.8;-2.3;84.0;26.0;1006.0;8.0;0.0;62.031772;42.568137;48.445736;20.843722;147.592684;68.156959;20.299896
5;1;1;2;23;0;2.1;-2.4;84.0;31.0;1006.0;8.0;0.0;201.584244;90.092142;128.510166;43.677262;221.661892;196.788721;65.969743
6;1;1;2;23;0;2.2;-2.2;84.0;31.0;1006.2;8.0;0.0;232.917375;160.25394;112.877624;80.282102;464.193774;169.117785;93.357172
9;1;1;2;23;0;1.8;-1.8;81.0;28.0;1007.3;8.0;0.0;299.869051;148.931069;177.319363;103.672402;261.098611;194.447949;120.469283
10;1;1;2;23;0;1.5;-1.5;80.0;46.0;1007.5;8.0;0.0;316.024246;156.849381;208.638056;53.307571;540.393684;193.380974;144.735367
11;1;1;2;23;0;1.2;-1.3;79.0;34.0;1007.7;8.0;0.0;404.214194;188.981719;201.88434;52.414924;314.280767;219.855267;146.097303
12;1;1;2;23;0;0.8;-1.0;76.0;49.0;1007.6;8.0;0.0;321.275525;229.936654;206.171257;63.881177;558.573765;227.007494;158.442557
13;1;1;2;23;0;0.8;-0.8;76.0;56.0;1007.7;8.0;0.0;205.427634;172.001136;224.213507;73.523795;408.085686;247.257677;183.01958
14;1;1;2;23;0;1.2;-0.7;76.0;134.0;1007.9;8.0;0.0;64.066159;200.507978;259.616869;79.513313;101.688284;250.541184;166.655741
15;1;1;2;23;0;1.5;-0.7;79.0;204.0;1008.2;8.0;0.0;20.440359;191.22601;203.675235;78.604521;55.257511;223.775232;80.795744
16;1;1;2;23;0;1.6;-0.8;80.0;172.0;1008.7;8.0;0.0;110.776787;168.59588;163.051257;20.19328;38.614674;187.087918;37.811913
17;1;1;2;23;0;0.6;-0.8;80.0;106.0;1008.8;8.0;0.0;38.330743;139.180495;208.807017;26.050294;37.25305;158.172552;47.986607
18;1;1;2;23;0;1.9;-0.8;80.0;206.0;1009.1;8.0;0.0;24.104048;81.941048;141.477668;24.76557;20.996423;123.918636;51.825112
19;1;1;2;23;0;2.0;-1.0;78.0;160.0;1009.5;8.0;0.0;20.392145;61.128794;67.991189;22.654109;13.057447;78.681477;16.147818
20;1;1;2;23;0;1.3;-1.7;81.0;178.0;1009.7;8.0;0.0;58.938846;56.153355;52.361801;44.069437;10.534758;76.71379;21.468322
21;1;1;2;23;0;1.2;-2.0;83.0;216.0;1010.2;8.0;0.0;16.473086;68.369779;37.480259;23.067276;25.035491;74.745566;42.753162
22;1;1;2;23;0;1.1;-2.0;83.0;176.0;1010.6;8.0;0.0;81.313828;97.323327;51.647472;22.726635;12.840328;57.019814;39.269656
23;1;1;2;23;0;1.7;-2.1;82.0;112.0;1010.9;8.0;0.0;61.048692;59.776696;18.184697;18.238859;45.913037;31.799699;26.707229
0;1;1;3;24;0;1.6;-2.3;82.0;80.0;1011.3;8.0;0.038;46.235717;52.314338;25.500571;15.331026;10.503067;30.4672;29.251893
1;1;1;3;24;0;1.2;-2.3;82.0;72.0;1011.5;8.0;0.038;44.276758;50.054374;22.463215;15.659238;26.552231;20.674901;20.403539
2;1;1;3;24;0;1.5;-2.4;83.0;30.0;1011.6;8.0;0.038;35.30566;38.070119;19.310794;11.539695;69.106029;20.780009;19.834453
3;1;1;3;24;0;1.2;-2.6;83.0;37.0;1011.9;8.0;0.038;46.78635;39.429264;28.435103;16.788261;101.794282;21.842017;18.31615
4;1;1;3;24;0;1.7;-2.5;83.0;49.0;1012.1;8.0;0.038;94.498798;53.225462;48.883995;12.688458;76.249979;45.753518;20.10039
5;1;1;3;24;0;1.7;-2.6;82.0;33.0;1012.5;8.0;0.038;237.859427;79.909251;103.892042;25.483503;192.32433;140.434286;52.798018
8;1;1;3;24;0;1.4;-2.3;81.0;88.0;1013.8;8.0;0.038;254.832542;146.380653;155.06267;81.712986;73.718059;209.412737;145.192284
10;1;1;3;24;0;0.7;-2.3;85.0;49.0;1014.3;8.0;0.038;305.714654;145.245027;136.503973;59.937546;432.46328;211.2108;103.510685
11;1;1;3;24;0;1.1;-2.0;78.0;67.0;1014.4;8.0;0.038;302.809286;158.127759;152.263763;51.626951;225.047995;223.772153;112.580719
12;1;1;3;24;0;1.4;-1.8;75.0;135.0;1014.5;8.0;0.038;197.023144;116.531758;114.398966;39.686557;69.478649;175.990373;107.323308
13;1;1;3;24;0;1.4;-1.8;75.0;133.0;1014.5;8.0;0.038;185.734339;109.749349;130.536681;46.494844;28.845361;201.208291;62.286354
14;1;1;3;24;0;1.5;-2.0;77.0;94.0;1014.5;8.0;0.038;96.693466;95.508657;187.60819;29.885969;11.625156;179.341823;54.322435
15;1;1;3;24;0;1.5;-2.3;79.0;85.0;1014.9;8.0;0.038;157.307837;118.110039;109.81229;23.759108;12.982219;181.432392;48.729572
16;1;1;3;24;0;1.5;-2.7;80.0;138.0;1015.1;8.0;0.038;244.235939;120.594762;116.659877;29.188997;32.531321;167.362531;76.025494
17;1;1;3;24;0;0.9;-3.1;89.0;48.0;1015.4;8.0;0.038;203.713952;100.027624;113.312815;69.499136;29.824868;126.340171;67.890027
18;1;1;3;24;0;0.9;-3.0;86.0;60.0;1015.3;8.0;0.038;137.267528;84.660043;122.35534;27.026469;29.053678;113.672435;27.024294
19;1;1;3;24;0;2.1;-3.0;85.0;141.0;1015.5;8.0;0.038;145.658935;82.852411;107.717479;21.414452;37.572861;97.365511;13.559353
20;1;1;3;24;0;1.1;-3.0;87.0;115.0;1015.7;8.0;0.038;122.670212;77.203531;128.193109;17.789641;21.510885;91.951694;16.355814
21;1;1;3;24;0;1.2;-2.7;83.0;145.0;1015.7;8.0;0.038;78.043579;55.964258;106.049596;14.84965;15.900265;78.921108;26.170274
22;1;1;3;24;0;1.4;-2.7;83.0;140.0;1015.6;8.0;0.038;57.194519;52.576567;102.624161;12.540354;24.032717;48.055415;13.182544
23;1;1;3;24;0;1.3;-2.6;85.0;148.0;1015.5;8.0;0.038;49.209513;47.155775;93.469118;10.528535;11.453077;30.774758;11.310938
0;1;1;4;25;0;1.4;-3.0;91.0;136.0;1015.3;8.0;0.154;48.241815;37.668839;78.825276;11.578522;9.519636;19.401762;15.334422
1;1;1;4;25;0;1.1;-2.9;91.0;137.0;1014.9;8.0;0.154;33.432537;37.219328;71.236321;10.874989;8.94119;14.889708;9.217869
2;1;1;4;25;0;0.9;-2.8;90.0;144.0;1014.6;8.0;0.154;29.149836;36.995761;38.87101;8.55978;6.039564;29.180697;12.240534
3;1;1;4;25;0;0.6;-2.8;89.0;99.0;1014.2;8.0;0.154;29.351018;52.584752;67.068318;9.153553;7.203378;29.545397;20.803002
4;1;1;4;25;0;1.2;-2.9;89.0;146.0;1014.2;8.0;0.154;4.400556;38.129871;88.62918;7.542355;9.722522;87.848303;17.88453
5;1;1;4;25;0;2.0;-2.4;86.0;170.0;1013.7;8.0;0.154;85.323276;73.820067;285.563491;20.415473;13.984361;149.646608;52.385149
6;1;1;4;25;0;1.4;-2.6;85.0;126.0;1013.2;8.0;0.154;271.351915;85.11386;275.813645;23.936272;71.879371;166.858407;74.50155
7;1;1;4;25;0;1.6;-2.6;85.0;125.0;1012.8;8.0;0.154;127.654658;145.190698;235.815265;35.836378;38.192659;157.791794;40.881282
8;1;1;4;25;0;2.1;-2.4;85.0;170.0;1012.9;8.0;0.154;57.462907;114.021931;347.774437;32.712777;50.007554;220.717754;59.99734
9;1;1;4;25;0;1.9;-2.4;87.0;171.0;1012.8;8.0;0.154;40.309104;114.246598;205.941909;31.813985;85.834544;181.176908;62.44397
10;1;1;4;25;0;1.4;-2.3;86.0;173.0;1012.4;8.0;0.154;53.577188;125.084847;227.34775;34.370874;56.598824;193.966157;92.410759
11;1;1;4;25;0;2.2;-2.5;87.0;168.0;1011.8;8.0;0.154;66.261247;112.663573;188.27734;30.636601;29.491356;179.34551;50.751792
12;1;1;4;25;0;1.9;-2.5;87.0;155.0;1011.0;8.0;0.154;151.889964;111.307667;177.611236;29.048502;15.550901;176.384142;44.48174
13;1;1;4;25;0;2.0;-2.6;87.0;139.0;1010.5;8.0;0.154;236.355262;112.661369;205.314593;32.323337;15.94075;172.737236;65.724447
14;1;1;4;25;0;2.5;-2.6;88.0;157.0;1009.7;8.0;0.154;137.478363;86.018209;120.179027;39.928445;16.91164;143.051351;55.927902
15;1;1;4;25;0;2.3;-2.8;88.0;133.0;1009.2;8.0;0.154;133.977836;105.43453;124.510745;33.242934;12.846967;124.431617;30.296129
16;1;1;4;25;0;1.8;-2.6;83.0;136.0;1009.0;8.0;0.154;161.297721;105.433758;86.325946;37.73106;13.236766;126.031799;24.169268
17;1;1;4;25;0;1.6;-2.8;83.0;54.0;1008.5;8.0;0.154;164.820584;127.556417;94.877384;26.975643;12.464446;107.031495;17.141359
